Chain,Store Number,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
Sheetz,19,40.618274,-79.152953,0.99,nearest_street,600,South St,Indiana,PA,Indiana County,15701,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,5233,26.327175,-80.203465,1,rooftop,7705,N State Rd 7,Pompano Beach,FL,Broward County,33067,US,Broward
Wawa,8525,39.154214,-76.743966,1,rooftop,7706,Milestone Pkwy,Hanover,MD,Anne Arundel County,21076,US,Anne Arundel County
Wawa,262,40.039402,-75.032856,1,rooftop,7715,Frankford Ave,Philadelphia,PA,Philadelphia County,19136,US,Philadelphia
Wawa,685,37.08065,-76.459639,1,rooftop,772,J Clyde Morris Blvd,Newport News,VA,Newport News city,23601,US,City of Newport News
Wawa,836,38.539916,-75.070728,1,rooftop,774,Garfield Prkwy,Bethany Beach,DE,Sussex County,19930,US,Sussex
Sheetz,526,41.705314,-81.361816,1,rooftop,7771,Lake Shore Blvd,Mentor,OH,Lake County,44060,US,Lake
Sheetz,616,40.243216,-76.706425,1,rooftop,777,Middletown Rd,Hummelstown,PA,Dauphin County,17036,US,Dauphin
Sheetz,442,41.215757,-77.179069,1,rooftop,7775,N Rt 220 Hwy,Linden,PA,Lycoming County,17744,US,Lycoming
Sheetz,394,41.659073,-81.377287,1,rooftop,7787,Reynolds Rd,Mentor,OH,Lake County,44060,US,Lake
Wawa,8507,39.141706,-76.649188,1,rooftop,7800,Parke West Dr,Glen Burnie,MD,Anne Arundel County,21061,US,Statewide
Sheetz,229,40.313714,-79.671446,0.99,nearest_street,,Us 30,Irwin,PA,Westmoreland County,15642,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,8634,37.613268,-77.328064,1,rooftop,7847,Compass Point Ln,Mechanicsville,VA,Hanover County,23111,US,Virginia Geographic Information Network (VGIN)
Wawa,8025,39.991012,-76.020129,1,rooftop,787,Route 41,Gap,PA,Lancaster County,17527,US,Lancaster
Sheetz,143,39.358022,-78.03883,1,rooftop,7899,Winchester Ave,Inwood,WV,Berkeley County,25428,US,Statewide
Sheetz,436,36.128584,-80.060423,1,rooftop,790,N Main St,Kernersville,NC,Forsyth County,27284,US,NC Geographic Information Coordinating Council
Sheetz,507,35.666406,-78.699332,1,rooftop,7950,Fayetteville Rd,Raleigh,NC,Wake County,27603,US,Cary
Wawa,8087,40.054324,-75.049502,1,nearest_street,,Us 1,Philadelphia,PA,Philadelphia County,19152,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,276,40.074874,-75.084248,1,rooftop,7913-29,Oxford Ave,Philadelphia,PA,Philadelphia County,19111,US,Philadelphia
Wawa,5166,28.345467,-81.604678,1,rooftop,7940,W Irlo Bronson Mem Hwy,Kissimmee,FL,Osceola County,34747,US,MapWise (and individual Florida counties)
Sheetz,628,40.352427,-76.715394,1,rooftop,7970,Linglestown Rd,Harrisburg,PA,Dauphin County,17112,US,Dauphin
Sheetz,332,38.446282,-78.853178,1,rooftop,796,E Market St,Harrisonburg,VA,Rockingham County,22802,US,Virginia Geographic Information Network (VGIN)
Wawa,366,40.010453,-74.803443,1,rooftop,8,Orchard Ln,Mount Holly,NJ,Burlington County,08060,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,482,39.492778,-74.457986,1,rooftop,7,S New York Rd,Absecon,NJ,Atlantic County,08205,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,988,39.859648,-74.206552,0.99,rooftop,800,Lacey Rd,Forked River,NJ,Ocean County,08731,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,998,39.811885,-75.068408,0.99,rooftop,800,N Black Horse Pike,Blackwood,NJ,Camden County,08012,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,916,40.532806,-74.777464,1,rooftop,800,Us Highway 202,Three Bridges,NJ,Hunterdon County,08887,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,477,39.900637,-75.075853,1,rooftop,814,White Horse Pike,Oaklyn,NJ,Camden County,08107,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,608,40.012573,-77.536925,0.99,rooftop,7775,Olde Scotland Rd,Shippensburg,PA,Franklin County,17257,US,Franklin
Wawa,155,40.018245,-75.240161,0.98,nearest_street,36,Rock Hill Rd,Bala-Cynwyd,PA,Montgomery County,19004,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,84,40.063219,-75.086078,1,rooftop,7301,Rockwell Ave,Philadelphia,PA,Philadelphia County,19111,US,Philadelphia
Wawa,8603,37.625276,-77.531707,1,rooftop,8017,W Broad St,Richmond,VA,Henrico County,23294,US,Virginia Geographic Information Network (VGIN)
Sheetz,538,35.973772,-80.034223,1,rooftop,804,Westchester Dr,High Point,NC,Guilford County,27262,US,Guilford
Wawa,5154,28.088529,-82.451939,1,rooftop,15002,N Nebraska Ave,Tampa,FL,Hillsborough County,33618,US, Loveland
Wawa,5113,28.568938,-81.278319,1,rooftop,8049,E Colonial Dr,Orlando,FL,Orange County,32825,US, Loveland
Wawa,590,39.561292,-76.966838,1,rooftop,805,Leidy Rd,Westminster,MD,Carroll County,21157,US,Carroll
Sheetz,510,36.120226,-80.65902,1,rooftop,805,S State St,Yadkinville,NC,Yadkin County,27055,US,NC Geographic Information Coordinating Council
Sheetz,64,40.903006,-78.228442,1,rooftop,808,N Front St,Philipsburg,PA,Clearfield County,16866,US,Clearfield
Sheetz,528,42.006338,-80.308427,1,rooftop,722,E Main St,Girard,PA,Erie County,16417,US,Erie
Wawa,5208,28.451446,-81.363285,1,rooftop,8099,S Orange Ave,Orlando,FL,Orange County,32809,US,Orange County
Sheetz,473,37.748988,-81.137544,1,rooftop,810,Ritter Dr,Beaver,WV,Raleigh County,25813,US,Statewide
Sheetz,634,35.873597,-78.728835,1,rooftop,8101,Glenwood Ave,Raleigh,NC,Wake County,27612,US,NC Geographic Information Coordinating Council
Wawa,5299,28.260147,-81.590235,1,rooftop,7575,Osceola Polk Line Rd,Davenport,FL,Osceola County,33837,US, Loveland
Wawa,8606,36.926867,-76.318155,1,rooftop,8105,Hampton Blvd,Norfolk,VA,Norfolk city,23505,US,City of Norfolk
Sheetz,211,40.312663,-76.583776,0.98,nearest_street,22,S Duke St,Palmyra,PA,Lebanon County,17078,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,589,38.77223,-76.06094,1,rooftop,8118,Ocean Gtwy,Easton,MD,Talbot County,21601,US,Statewide
Wawa,485,39.404194,-74.368992,1,rooftop,813,W Brigantine Ave,Brigantine,NJ,Atlantic County,08203,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,181,40.064154,-75.054339,1,rooftop,8144-52,Castor Ave,Philadelphia,PA,Philadelphia County,19152,US,Philadelphia
Wawa,8066,40.105259,-75.12471,0.98,nearest_street,880,York Rd,Jenkintown,PA,Montgomery County,19046,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,235,39.885433,-75.307648,0.99,nearest_street,759,9th Ave,Prospect Park,PA,Delaware County,19076,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,45,40.483389,-78.732869,1,rooftop,818,W High St,Ebensburg,PA,Cambria County,15931,US,Cambria
Sheetz,499,42.064885,-80.035773,1,rooftop,8186,Perry Hwy,Erie,PA,Erie County,16509,US,Erie
Sheetz,181,40.934785,-77.815213,1,rooftop,850,S Eagle Valley Rd,Bellefonte,PA,Centre County,16823,US,Centre
Sheetz,573,38.275402,-77.204003,1,rooftop,8206,Kings Hwy,King George,VA,King George County,22485,US,King George
Wawa,8053,39.892139,-75.24058,0.99,rooftop,8220,Bartram Ave,Philadelphia,PA,Philadelphia County,19153,US,Philadelphia
Wawa,8070,39.96591,-75.281143,0.98,nearest_street,8239,W Chester Pike,Upper Darby,PA,Delaware County,19082,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,61,40.665271,-79.01499,0.98,nearest_street,800,Franklin St,Clymer,PA,Indiana County,15728,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,932,39.856301,-75.076342,1,rooftop,825,N Black Horse Pike,Runnemede,NJ,Camden County,08078,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8080,40.079023,-75.160144,0.98,nearest_street,8290,Limekiln Pike,Wyncote,PA,Montgomery County,19095,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,5266,30.196282,-81.822939,1,rooftop,8251,Old Middleburg Rd S,Jacksonville,FL,Duval County,32222,US,Duval
Sheetz,495,35.936016,-80.237346,1,rooftop,8283,Old Us Hwy 52,Lexington,NC,Davidson County,27295,US,Davidson
Sheetz,314,40.398841,-79.421512,0.98,nearest_street,106,Us Hwy 22,New Alexandria,PA,Westmoreland County,15670,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,668,38.355559,-77.510335,1,rooftop,830,Warrenton Rd,Fredericksburg,VA,Stafford County,22406,US,Stafford
Wawa,572,39.11063,-76.631521,1,rooftop,8300,Veterans Hwy,Millersville,MD,Anne Arundel County,21108,US,Anne Arundel County
Wawa,5196,28.024845,-82.458783,1,rooftop,8325,N Florida Ave,Tampa,FL,Hillsborough County,33604,US,Hillsborough County
Wawa,5109,28.279988,-82.676657,1,rooftop,8330,Ridge Rd,Port Richey,FL,Pasco County,34668,US,MapWise (and individual Florida counties)
Sheetz,160,39.433119,-77.813372,1,rooftop,8332,Martinsburg Pike,Shepherdstown,WV,Jefferson County,25443,US,Statewide
Sheetz,210,39.464433,-77.364885,1,rooftop,8410,Fountain Rock Rd,Walkersville,MD,Frederick County,21793,US,Statewide
Wawa,699,37.26617,-76.676399,1,rooftop,842,Merrimac Trl,Williamsburg,VA,York County,23185,US,Virginia Geographic Information Network (VGIN)
Sheetz,474,41.805046,-77.084349,1,rooftop,81,W Wellsboro St,Mansfield,PA,Tioga County,16933,US,Tioga
Wawa,5317,27.99864,-80.648759,1,rooftop,1500,Emerson Dr SE,Palm Bay,FL,Brevard County,32907,US, Loveland
Sheetz,270,38.770174,-77.453841,1,rooftop,8504,Centreville Rd,Manassas,VA,Prince William County,20111,US,Virginia Geographic Information Network (VGIN)
Wawa,5108,28.280967,-82.716193,1,rooftop,8522,Us Highway 19,Port Richey,FL,Pasco County,34668,US,MapWise (and individual Florida counties)
Sheetz,545,38.194144,-77.507863,1,rooftop,8533,Jefferson Davis Hwy,Fredericksburg,VA,Spotsylvania County,22407,US,Spotsylvania
Sheetz,603,40.475206,-76.293667,1,rooftop,8555,Lancaster Ave,Bethel,PA,Berks County,19507,US,Berks
Wawa,951,39.819911,-75.16077,1,rooftop,18,Cherry Ave,Woodbury Heights,NJ,Gloucester County,08097,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5138,28.440296,-81.404364,1,rooftop,8574,S Orange Blossom Trl,Orlando,FL,Orange County,32809,US,Orange County
Wawa,5252,27.850769,-82.638195,1,rooftop,8601,4th St N,Saint Petersburg,FL,Pinellas County,33702,US,Pinellas
Sheetz,115,40.561237,-80.039837,1,rooftop,8601,Old Perry Hwy,Pittsburgh,PA,Allegheny County,15237,US,Allegheny
Wawa,8121,40.211015,-75.012288,1,rooftop,882,Second Street Pike,Richboro,PA,Bucks County,18954,US,Bucks
Sheetz,169,40.361305,-78.419847,1,rooftop,8695,106 Route 36th Pike,East Freedom,PA,Blair County,16637,US,Blair
Wawa,558,39.335944,-76.481603,1,rooftop,8731,Pulaski Hwy,Rosedale,MD,Baltimore County,21237,US,Baltimore
Sheetz,392,39.9427,-77.633713,1,rooftop,875,Norland Ave,Chambersburg,PA,Franklin County,17201,US,Franklin
Wawa,111,40.104853,-75.164609,0.98,nearest_street,59,Limekiln Pike,Glenside,PA,Montgomery County,19038,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,677,37.64294,-77.461051,1,rooftop,8800,Brook Rd,Glen Allen,VA,Henrico County,23060,US,Virginia Geographic Information Network (VGIN)
Wawa,5215,27.838937,-82.761538,1,rooftop,8850,Park Blvd N,Largo,FL,Pinellas County,33777,US,City of Pinellas Park
Wawa,379,39.689643,-75.017329,1,rooftop,882,Glassboro Rd,Williamstown,NJ,Gloucester County,08094,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5119,28.347705,-81.647093,1,rooftop,8849,W Irlo Bronson Memorial Hwy,Winter Garden,FL,Orange County,34787,US,Orange County
Wawa,986,40.379294,-74.454987,1,rooftop,381,Deans Rhode Hall Rd,Jamesburg,NJ,Middlesex County,08831,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,682,37.635224,-77.50879,1,rooftop,8851,Staples Mill Rd,Lakeside,VA,Henrico County,23228,US,Virginia Geographic Information Network (VGIN)
Sheetz,362,40.077469,-80.69358,1,rooftop,887,National Rd,Wheeling,WV,Ohio County,26003,US,Statewide
Wawa,5209,28.389222,-81.505928,1,rooftop,8894,Vinings Way Blvd,Orlando,FL,Orange County,32836,US,Orange County
Sheetz,478,40.163285,-76.153306,1,rooftop,891,E Main St,Ephrata,PA,Lancaster County,17522,US,Lancaster
Wawa,5141,27.893993,-82.763055,1,rooftop,8910,Ulmerton Rd,Largo,FL,Pinellas County,33771,US,Pinellas
Wawa,5318,28.036062,-80.645998,1,rooftop,895,Palm Bay Rd,Melbourne,FL,Brevard County,32904,US,MapWise (and individual Florida counties)
Wawa,459,39.645489,-75.33841,1,rooftop,876,State Highway 45,Woodstown,NJ,Salem County,08098,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,130,40.582064,-79.778896,1,rooftop,899,Freeport Rd,Creighton,PA,Allegheny County,15030,US,Allegheny
Wawa,309,40.11211,-74.34184,1,rooftop,9,Bennetts Mills Rd,Jackson,NJ,Ocean County,08527,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8627,38.344199,-77.496346,1,rooftop,9,S Gateway Dr,Fredericksburg,VA,Stafford County,22406,US,Virginia Geographic Information Network (VGIN)
Sheetz,372,40.960393,-76.57673,1,rooftop,116,Woodbine Ln,Danville,PA,Montour County,17821,US,Montour
Sheetz,254,39.657511,-79.954465,1,rooftop,918,Chestnut Rdg,Morgantown,WV,Monongalia County,26505,US,Statewide
Sheetz,258,40.672435,-76.23522,0.98,nearest_street,892,Gordon Nagle Trl,Pottsville,PA,Schuylkill County,17901,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,379,40.502538,-80.222665,1,rooftop,9100,University Blvd,Coraopolis,PA,Allegheny County,15108,US,Allegheny
Wawa,8015,39.86371,-75.679259,1,rooftop,901,E Baltimore Park,Media,PA,Chester County,19063,US,Chester
Wawa,5135,28.604989,-81.36572,1,rooftop,901,N Orlando Ave,Winter Park,FL,Orange County,32789,US, Loveland
Wawa,8144,39.942844,-75.157196,1,rooftop,901-3,South St,Philadelphia,PA,Philadelphia County,19147,US,Philadelphia
Sheetz,310,40.987489,-80.663404,1,rooftop,9010,Market St,North Lima,OH,Mahoning County,44452,US,Mahoning
Wawa,700,39.649537,-74.176564,1,rooftop,105,W 9th St,Beach Haven,NJ,Ocean County,08008,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,851,38.928068,-75.431449,1,rooftop,902,N Dupont Blvd,Milford,DE,Kent County,19963,US,Kent
Sheetz,552,41.343213,-81.825909,1,rooftop,17796,Whitney Rd,Strongsville,OH,Cuyahoga County,44136,US,Cuyahoga
Wawa,5202,27.640246,-80.513234,1,rooftop,9050,20th St,Vero Beach,FL,Indian River County,32966,US,Indian River
Wawa,698,37.271328,-77.316942,1,rooftop,907,Colonial Corner Dr,Hopewell,VA,Hopewell city,23860,US,Virginia Geographic Information Network (VGIN)
Wawa,473,39.526372,-74.643941,1,rooftop,907,White Horse Pike,Egg Harbor City,NJ,Atlantic County,08215,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,910,40.238925,-74.228476,1,rooftop,909,State Highway 33,Freehold,NJ,Monmouth County,07728,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,657,40.258203,-76.918056,1,rooftop,91,Erford Rd,Camp Hill,PA,Cumberland County,17011,US,Cumberland
Wawa,8119,40.390715,-75.995903,1,rooftop,910,W Leesport Rd,Leesport,PA,Berks County,19533,US,Berks
Wawa,299,40.624609,-75.442501,1,rooftop,911,Union Blvd,Allentown,PA,Lehigh County,18109,US,Lehigh
Wawa,103,39.948153,-75.157007,1,rooftop,912-28,Walnut St,Philadelphia,PA,Philadelphia County,19107,US,Philadelphia
Sheetz,267,39.112967,-77.539393,1,rooftop,915,Edwards Ferry Rd NE,Leesburg,VA,Loudoun County,20176,US,Loudoun
Wawa,810,39.740026,-75.598469,1,rooftop,915,New Rd,Wilmington,DE,New Castle County,19805,US,New Castle
Wawa,362,39.78443,-74.991764,1,rooftop,917,Erial Rd,Clementon,NJ,Camden County,08021,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8602,37.649752,-77.403752,1,rooftop,9179,Chamberlayne Rd,Mechanicsville,VA,Hanover County,23116,US,Virginia Geographic Information Network (VGIN)
Wawa,5179,28.666176,-81.420591,1,rooftop,919,W Sr 436,Altamonte Springs,FL,Seminole County,32714,US,Seminole
Wawa,211,40.054786,-75.004291,1,rooftop,9201,Frankford Ave,Philadelphia,PA,Philadelphia County,19114,US,Philadelphia
Wawa,5265,28.355264,-80.742162,1,rooftop,923,King St W,Cocoa,FL,Brevard County,32922,US, Loveland
Wawa,5174,28.432974,-81.256706,1,rooftop,9235,Narcoossee Rd,Orlando,FL,Orange County,32827,US,Orange County
Sheetz,539,36.40809,-78.977195,1,rooftop,925,N Madison Blvd,Roxboro,NC,Person County,27573,US,Person
Wawa,19,39.910167,-75.280226,0.99,nearest_street,133,Wayne Ave,Darby,PA,Delaware County,19023,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,8323,40.577078,-74.287364,1,rooftop,930,Us Highway 1,Avenel,NJ,Middlesex County,07001,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,950,39.322177,-74.514031,1,rooftop,9300,Ventnor Ave,Margate City,NJ,Atlantic County,08402,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,23,39.880304,-75.309635,0.99,nearest_street,540,Madison Ave,Prospect Park,PA,Delaware County,19076,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,284,40.192412,-75.528467,0.98,nearest_street,982,Walnut St,Royersford,PA,Montgomery County,19468,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,8054,40.08833,-75.043283,0.99,rooftop,9501,Northeast Ave,Philadelphia,PA,Philadelphia County,19115,US,Philadelphia
Wawa,927,40.042817,-74.231504,1,rooftop,94,State Highway 70,Toms River,NJ,Ocean County,08755,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5236,26.193098,-80.276648,1,rooftop,9400,W Commercial Blvd,Fort Lauderdale,FL,Broward County,33351,US,Broward
Sheetz,341,37.447873,-77.569196,1,rooftop,9449,Amberdale Dr,Richmond,VA,Chesterfield County,23236,US,Virginia Geographic Information Network (VGIN)
Sheetz,28,40.016005,-78.466813,1,rooftop,1,Sheetz Plaza Rd,Bedford,PA,Bedford County,15522,US,Bedford
Wawa,342,39.055391,-74.7596,1,rooftop,9404,3rd Ave,Stone Harbor,NJ,Cape May County,08247,US,Cape May
Wawa,8309,39.759784,-74.25379,1,rooftop,945,W Bay Ave,Barnegat,NJ,Ocean County,08005,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,108,40.049714,-74.989543,1,rooftop,9456,State Rd,Philadelphia,PA,Philadelphia County,19114,US,Philadelphia
Wawa,8644,38.750512,-77.448372,1,rooftop,9471,Liberia Ave,Manassas,VA,Prince William County,20110,US,Prince William
Wawa,294,40.012171,-75.262411,0.99,nearest_street,1000,Montgomery Ave,Narberth,PA,Montgomery County,19072,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,296,41.180805,-81.474561,1,rooftop,4130,Hudson Dr,Stow,OH,Summit County,44224,US,Summit
Wawa,5129,27.814631,-82.770595,1,rooftop,9501,Bay Pines Blvd,Saint Petersburg,FL,Pinellas County,33708,US,City of Pinellas Park
Wawa,5167,27.858487,-82.327364,1,rooftop,9613,S Us Highway 301,Riverview,FL,Hillsborough County,33578,US, Loveland
Sheetz,215,40.479555,-78.012982,1,rooftop,7588,Lake Raystown Shopping Ctr,Huntingdon,PA,Huntingdon County,16652,US,Huntingdon
Wawa,198,39.882732,-75.535837,0.98,nearest_street,121,Brinton Lake Rd,Thornton,PA,Delaware County,19373,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,5274,30.287219,-81.558275,1,rooftop,9707,Beach Blvd,Jacksonville,FL,Duval County,32246,US,Duval
Sheetz,230,39.860555,-79.954729,1,rooftop,973,S Eighty 8th Rd,Carmichaels,PA,Greene County,15320,US,Greene
Sheetz,266,41.25014,-81.364503,1,rooftop,9745,State Rt 14,Streetsboro,OH,Portage County,44241,US,Portage
