Chain,Store Number,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
Wawa,694,36.844223,-76.074467,1,rooftop,2954,Virginia Beach Blvd,Virginia Beach,VA,Virginia Beach city,23452,US,Virginia Beach
Wawa,159,41.09288,-75.591575,1,rooftop,296,Route 940,Blakeslee,PA,Monroe County,18610,US,Monroe
Wawa,5225,27.105552,-82.383471,1,rooftop,19289,Times Cir,Venice,FL,Sarasota County,34292,US,Sarasota
Wawa,838,39.158304,-75.513168,1,rooftop,298,S Dupont Hwy Apt # 838,Dover,DE,Kent County,19901,US,City of Dover
Sheetz,414,36.05969,-79.960378,1,rooftop,4301,Pin Oak St,High Point,NC,Guilford County,27265,US,NC Geographic Information Coordinating Council
Sheetz,633,36.142571,-80.291028,1,rooftop,7183,Silas Creek Pkwy,Winston-Salem,NC,Forsyth County,27106,US,Forsyth
Wawa,8014,40.651011,-75.499935,1,rooftop,2985,Macarthur Rd,Whitehall,PA,Lehigh County,18052,US,Lehigh
Sheetz,212,38.999909,-79.128143,1,rooftop,299,Bryan St,Petersburg,WV,Grant County,26847,US,Statewide
Wawa,8390,40.836572,-74.823049,1,rooftop,301,Mountain Ave,Hackettstown,NJ,Warren County,07840,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,455,39.871775,-74.933841,1,rooftop,2999,E Evesham Rd,Voorhees,NJ,Camden County,08043,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,982,39.977938,-74.680588,1,rooftop,3,Arneys Mount Rd,Pemberton,NJ,Burlington County,08068,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,281,40.277789,-75.480404,0.98,nearest_street,1219,Gravel Pike,Zieglerville,PA,Montgomery County,19492,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,174,39.904885,-75.292005,0.99,nearest_street,450,W Ashland Ave,Glenolden,PA,Delaware County,19036,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,326,39.844408,-77.199018,1,rooftop,30,Camp Letterman Dr,Gettysburg,PA,Adams County,17325,US,Adams
Wawa,758,39.263494,-74.649348,1,rooftop,42,Us Highway 9 S,Marmora,NJ,Cape May County,08223,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,749,39.45476,-74.72543,1,rooftop,5916,4th St,Mays Landing,NJ,Atlantic County,08330,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5328,30.186258,-81.703057,1,rooftop,300,Park Ave,Orange Park,FL,Clay County,32073,US,Clay County
Sheetz,66,41.163184,-79.097867,0.97,nearest_street,190,Allegheny Blvd,Brookville,PA,Jefferson County,15825,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,5118,28.627017,-81.208786,1,rooftop,3000,Alafaya Trl,Oviedo,FL,Seminole County,32765,US,Seminole
Sheetz,82,39.639126,-77.714542,1,rooftop,301,E Washington St,Hagerstown,MD,Washington County,21740,US,Statewide
Wawa,8642,37.03278,-76.324676,1,rooftop,301,E Mercury Blvd,Hampton,VA,Hampton city,23669,US,Virginia Geographic Information Network (VGIN)
Sheetz,72,40.243189,-79.575635,0.98,nearest_street,,Us 119,Youngwood,PA,Westmoreland County,15697,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,816,39.812589,-75.444323,1,rooftop,301,Ridge Rd,Claymont,DE,New Castle County,19703,US,New Castle
Sheetz,656,41.709803,-78.693733,1,rooftop,3014,Route 219,Kane,PA,McKean County,16735,US,Mckean
Wawa,871,38.712577,-75.104251,1,rooftop,30155,Veterans Way,Rehoboth Beach,DE,Sussex County,19971,US,Sussex
Wawa,8512,39.603364,-75.840078,1,rooftop,303,Landing Ln,Elkton,MD,Cecil County,21921,US,Statewide
Sheetz,398,35.924208,-78.845367,1,rooftop,1603,T W Alexander Dr,Durham,NC,Durham County,27703,US,NC Geographic Information Coordinating Council
Sheetz,476,40.515084,-80.009617,1,rooftop,3025,Babcock Blvd,Pittsburgh,PA,Allegheny County,15237,US,Allegheny
Wawa,5130,28.524643,-81.344976,1,rooftop,3025,Curry Ford Rd,Orlando,FL,Orange County,32806,US,Orange County
Wawa,8011,39.99365,-75.762879,1,rooftop,3025,Lincoln Hw,Thorndale,PA,Chester County,19372,US,Chester
Wawa,588,38.501544,-76.77388,1,rooftop,30320,Three Notch Rd,Charlotte Hall,MD,St. Mary's County,20622,US,St Marys
Wawa,591,38.557039,-76.599819,0.99,rooftop,950,Costley Way,Prince Frederick,MD,Calvert County,20678,US,Statewide
Sheetz,640,39.266423,-81.564103,1,rooftop,101,3rd St,Parkersburg,WV,Wood County,26101,US,Statewide
Sheetz,52,40.633602,-78.645656,1,rooftop,231,Magee Ave,Patton,PA,Cambria County,16668,US,Cambria
Sheetz,660,38.413568,-82.289839,0.99,rooftop,6451,US 60,Barboursville,WV,Cabell County,25504,US,Statewide
Wawa,89,40.686918,-75.210122,1,rooftop,310,390 Larry Holmes Dr,Easton,PA,Northampton County,18042,US,Northampton
Wawa,8648,37.57451,-77.463882,1,rooftop,3100,N Blvd,Richmond,VA,Richmond city,23230,US,City of Richmond
Wawa,5157,28.508924,-81.377077,1,rooftop,3100,S Orange Ave,Orlando,FL,Orange County,32806,US, Loveland
Sheetz,388,40.041756,-76.391211,1,rooftop,3101,Columbia Ave,Lancaster,PA,Lancaster County,17601,US,Lancaster
Wawa,5110,27.845831,-82.677689,1,rooftop,3101,Gandy Blvd,Pinellas Park,FL,Pinellas County,33782,US,City of Pinellas Park
Wawa,5253,28.012806,-81.913421,1,rooftop,3101,S Rd 98,Lakeland,FL,Polk County,33803,US,City of Lakeland
Wawa,5116,28.341191,-81.483738,1,rooftop,3140,Vineland Rd,Kissimmee,FL,Osceola County,34746,US,Osceola
Wawa,681,37.273362,-76.711629,1,rooftop,315,Richmond Rd,Williamsburg,VA,Williamsburg city,23185,US,Virginia Geographic Information Network (VGIN)
Sheetz,159,41.602566,-80.304036,1,rooftop,275,Strawberry Ln,Conneaut Lake,PA,Crawford County,16316,US,Crawford
Wawa,5192,28.0786,-80.674031,1,rooftop,3165,W New Haven Ave,Melbourne,FL,Brevard County,32904,US,Brevard County
Wawa,577,38.935866,-76.567927,1,rooftop,3166,Solomons Island Rd,Edgewater,MD,Anne Arundel County,21037,US,Anne Arundel County
Wawa,683,37.189308,-77.370223,1,rooftop,3199,Crater Rd S,Petersburg,VA,Petersburg city,23805,US,City of Petersburg
Wawa,994,39.687259,-74.250495,1,rooftop,320,State Highway 72,Manahawkin,NJ,Ocean County,08050,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,730,39.890656,-75.065296,1,rooftop,320,S White Horse Pike,Audubon,NJ,Camden County,08106,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,229,40.381407,-75.219353,1,rooftop,320,Dublin Pike,Perkasie,PA,Bucks County,18944,US,Bucks
Sheetz,268,39.915042,-76.629503,1,rooftop,3200,Cape Horn Rd,Red Lion,PA,York County,17356,US,York
Wawa,954,38.992479,-74.814711,1,rooftop,122,W Pine Ave,Wildwood,NJ,Cape May County,08260,US,Cape May
Sheetz,384,40.6559,-75.417336,1,rooftop,3201,Schoenersville Rd,Bethlehem,PA,Lehigh County,18017,US,Lehigh
Sheetz,624,36.094801,-79.996514,1,rooftop,3201,Sandy Ridge Rd,Colfax,NC,Guilford County,27235,US,NC Geographic Information Coordinating Council
Sheetz,246,40.973707,-80.266344,1,rooftop,3208,US 422,New Castle,PA,Lawrence County,16101,US,Lawrence
Wawa,569,39.026977,-76.456213,1,rooftop,321,Buschs Frontage Rd,Annapolis,MD,Anne Arundel County,21409,US,Anne Arundel County
Wawa,8366,40.432985,-74.547678,1,rooftop,3222,State Highway 27,Kendall Park,NJ,Middlesex County,08824,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,119,39.983663,-75.100635,1,rooftop,3222-48,Richmond St,Philadelphia,PA,Philadelphia County,19134,US,Philadelphia
Sheetz,347,41.385346,-81.976995,1,rooftop,7307,Avon Belden Rd N,North Ridgeville,OH,Lorain County,44039,US,Lorain
Sheetz,99,40.554895,-79.758894,0.99,nearest_street,770,Bridge St,New Kensington,PA,Westmoreland County,15068,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,219,40.127889,-74.882132,1,nearest_street,,I 276,Levittown,PA,Bucks County,19056,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,177,39.664101,-76.886028,1,rooftop,3269,Main St,Manchester,MD,Carroll County,21102,US,Statewide
Wawa,8328,40.137421,-74.298873,0.99,rooftop,146,Brookfield Dr,Jackson,NJ,Ocean County,08527,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,469,40.139899,-77.366031,1,rooftop,3299,Ritner Hwy,Newville,PA,Cumberland County,17241,US,Cumberland
Wawa,8322,39.012058,-74.796114,1,rooftop,314,W Spruce Ave,Wildwood,NJ,Cape May County,08260,US,Cape May
Sheetz,283,41.248142,-76.95813,1,rooftop,2019,E 3rd St,Williamsport,PA,Lycoming County,17701,US,Lycoming
Wawa,8141,39.955529,-75.191871,1,rooftop,3400,Market St,Philadelphia,PA,Philadelphia County,19104,US,Philadelphia
Wawa,297,40.658632,-75.418327,1,rooftop,3300,Schoenersville Rd,Bethlehem,PA,Northampton County,18017,US,Northampton
Sheetz,502,41.626937,-79.679735,1,rooftop,401,W Central Ave,Titusville,PA,Crawford County,16354,US,Crawford
Sheetz,14,40.493716,-78.416011,0.98,nearest_street,645,N Logan Blvd,Altoona,PA,Blair County,16602,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,285,38.252566,-78.114237,1,rooftop,325,N Madison Rd,Orange,VA,Orange County,22960,US,Orange
Wawa,721,39.685686,-74.988933,1,rooftop,332,S Black Horse Pike,Williamstown,NJ,Gloucester County,08094,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,98,40.519472,-75.564784,1,rooftop,3321,Pa Route 100,Macungie,PA,Lehigh County,18062,US,Lehigh
Wawa,77,40.135507,-74.942197,1,rooftop,3300,Bristol Rd,Bensalem,PA,Bucks County,19020,US,Bucks
Wawa,54,39.988836,-75.309576,0.98,nearest_street,44,E Eagle Rd,Havertown,PA,Delaware County,19083,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,286,40.326077,-76.009119,1,rooftop,3337,Penn Ave,Reading,PA,Berks County,19608,US,Berks
Wawa,5137,28.054784,-81.77856,1,rooftop,334,Havendale Blvd,Auburndale,FL,Polk County,33823,US, Loveland
Wawa,8064,40.068877,-75.00526,1,rooftop,3341,Grant Ave,Philadelphia,PA,Philadelphia County,19114,US,Philadelphia
Sheetz,571,36.004883,-80.038221,1,rooftop,3350,N Main St,High Point,NC,Guilford County,27265,US,NC Geographic Information Coordinating Council
Wawa,438,39.462359,-74.494001,1,rooftop,330,S Pitney Rd,Absecon,NJ,Atlantic County,08205,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8633,36.863437,-76.246205,1,rooftop,3350,Princess Anne Rd,Norfolk,VA,Norfolk city,23513,US,Virginia Geographic Information Network (VGIN)
Wawa,365,40.323113,-74.471119,1,rooftop,346,Applegarth Rd,Jamesburg,NJ,Middlesex County,08831,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,294,41.265077,-80.783177,1,rooftop,3379,Elm Rd NE,Warren,OH,Trumbull County,44483,US,Trumbull
Wawa,258,40.183013,-75.569252,1,rooftop,3380,Schuylkill Rd,Spring City,PA,Chester County,19475,US,Chester
Wawa,56,40.30271,-75.128194,1,rooftop,339,S Main St,Doylestown,PA,Bucks County,18901,US,Bucks
Wawa,658,38.271238,-77.44792,1,rooftop,3302,Shannon Park Dr,Fredericksburg,VA,Spotsylvania County,22408,US,Spotsylvania
Wawa,695,36.865642,-76.416353,1,rooftop,3408,Western Branch Blvd,Chesapeake,VA,Chesapeake city,23321,US,Virginia Geographic Information Network (VGIN)
Sheetz,214,38.998904,-80.232804,1,rooftop,341,N Locust St,Buckhannon,WV,Upshur County,26201,US,Statewide
Wawa,185,40.362679,-74.965786,1,rooftop,341,W Bridge St,New Hope,PA,Bucks County,18938,US,Bucks
Sheetz,570,36.019583,-78.94599,1,rooftop,3414,Hillsborough Rd,Durham,NC,Durham County,27705,US,Durham
Sheetz,306,36.582882,-79.427543,1,rooftop,3425,Riverside Dr,Danville,VA,Danville city,24541,US,Virginia Geographic Information Network (VGIN)
Wawa,754,40.336176,-74.319244,1,rooftop,345,Union Hill Rd,Englishtown,NJ,Monmouth County,07726,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8639,38.914369,-77.426683,1,rooftop,3454,Historic Sully Way,Chantilly,VA,Fairfax County,20151,US,Fairfax
Sheetz,381,41.064587,-80.35904,1,rooftop,3450,Wilmington Rd,New Castle,PA,Lawrence County,16105,US,Lawrence
Sheetz,468,40.430581,-79.811167,1,rooftop,3457,William Penn Hwy,Pittsburgh,PA,Allegheny County,15235,US,Allegheny
Wawa,949,39.994314,-74.063456,1,rooftop,3485,State Highway 35,Lavallette,NJ,Ocean County,08735,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,141,39.744727,-77.086516,1,rooftop,35,E King St,Littlestown,PA,Adams County,17340,US,Adams
Wawa,476,40.374904,-74.511123,1,rooftop,386,Ridge Rd,Dayton,NJ,Middlesex County,08810,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8302,40.850224,-74.35139,1,rooftop,963,Edwards Rd,Parsippany,NJ,Morris County,07054,US,Morris
Wawa,8314,40.072943,-74.850128,1,rooftop,350,E Us Highway 130 S,Burlington,NJ,Burlington County,08016,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,581,39.465184,-76.311027,1,rooftop,3500,Woodsdale Rd,Abingdon,MD,Harford County,21009,US,Harford
Wawa,5189,28.493191,-81.418342,1,rooftop,4912,S John Young Pkwy,Orlando,FL,Orange County,32839,US,Orange County
Sheetz,522,40.708044,-75.27677,1,rooftop,3511,15 Nazareth Rd,Easton,PA,Northampton County,18045,US,Northampton
Sheetz,646,40.116833,-76.305095,1,rooftop,3205,Lititz Pike,Lititz,PA,Lancaster County,17543,US,Lancaster
Wawa,5117,28.732459,-81.309394,1,rooftop,3510,N Us Hwy 17-92,Lake Mary,FL,Seminole County,32746,US,Seminole
Wawa,8008,40.320099,-75.304152,1,rooftop,3520,Bethlehem Pike,Souderton,PA,Bucks County,18964,US,Bucks
Wawa,8303,40.225131,-74.076367,1,rooftop,3516,State Highway 66,Neptune,NJ,Monmouth County,07753,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,486,39.658017,-79.990586,1,rooftop,3522,Monongahela,Morgantown,WV,Monongalia County,26505,US,Statewide
Wawa,559,39.636817,-76.268446,1,rooftop,3530,Conowingo Rd,Street,MD,Harford County,21154,US,Harford
Wawa,849,38.731543,-75.132113,1,rooftop,35436,Wolfe Neck Rd,Rehoboth Beach,DE,Sussex County,19971,US,Sussex
Sheetz,250,40.877297,-79.947945,0.99,rooftop,540,Butler Xing,Butler,PA,Butler County,16001,US,Butler
Sheetz,70,40.054531,-77.512975,1,rooftop,352,E King St,Shippensburg,PA,Cumberland County,17257,US,Cumberland
Wawa,269,39.896952,-75.485313,0.98,nearest_street,,Us 1,Chester Heights,PA,Delaware County,19017,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,8315,40.3775,-74.307695,1,rooftop,3610,Us Highway 9,Old Bridge,NJ,Middlesex County,08857,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5194,26.276607,-80.097827,1,rooftop,3685,N Federal Hwy,Pompano Beach,FL,Broward County,33064,US, Loveland
Wawa,946,39.015493,-74.876368,1,rooftop,3601,Us Rt 9 Hwy S,Rio Grande,NJ,Cape May County,08242,US,Cape May
Wawa,55,39.955029,-75.194809,1,rooftop,3601-13,Chestnut St,Philadelphia,PA,Philadelphia County,19104,US,Philadelphia
Wawa,8321,39.965794,-74.920999,0.99,rooftop,3609,State Highway 38,Mount Laurel,NJ,Burlington County,08054,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,152,40.777602,-80.324734,1,rooftop,3611,4th Ave,Beaver Falls,PA,Beaver County,15010,US,Beaver
Wawa,8072,40.1247,-74.962221,1,rooftop,3401,Street Rd,Bensalem,PA,Bucks County,19020,US,Bucks
Wawa,5148,27.805475,-82.680361,1,rooftop,3650,34th St N,Saint Petersburg,FL,Pinellas County,33713,US,Pinellas
Wawa,274,40.389239,-75.93561,1,rooftop,3650,Pottsville Pi,Reading,PA,Berks County,19605,US,Berks
Sheetz,374,40.253708,-76.824473,1,nearest_street,,I 83,Harrisburg,PA,Dauphin County,17111,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,105,40.313514,-75.328925,0.98,nearest_street,17,W Summit St,Souderton,PA,Montgomery County,18964,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,5217,27.367419,-82.531269,1,rooftop,3703,N Washington Blvd,Sarasota,FL,Sarasota County,34234,US,Sarasota
Wawa,8098,39.995513,-75.746473,1,rooftop,3730,Lincoln Hw,Downingtown,PA,Chester County,19335,US,Chester
Wawa,263,39.984326,-75.933861,1,rooftop,3711,W Lincoln Hw,Parkesburg,PA,Chester County,19365,US,Chester
Sheetz,447,36.022595,-77.768149,1,rooftop,3715,N Wesleyan Blvd,Rocky Mount,NC,Nash County,27804,US,NC Geographic Information Coordinating Council
Wawa,8504,39.246463,-76.67324,1,rooftop,3716,Washington Blvd,Halethorpe,MD,Baltimore County,21227,US,Baltimore
Wawa,980,38.982894,-74.940566,1,rooftop,101,Orchard Dr,Cape May,NJ,Cape May County,08204,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,137,39.401972,-77.912287,1,rooftop,3728,Charles Town Rd,Kearneysville,WV,Berkeley County,25430,US,Statewide
Wawa,242,40.274826,-75.380094,0.98,nearest_street,372,Main St,Harleysville,PA,Montgomery County,19438,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,179,39.950808,-75.198553,1,rooftop,3700-12,Spruce St,Philadelphia,PA,Philadelphia County,19104,US,Philadelphia
Wawa,344,39.929646,-74.97436,1,rooftop,3763,Church Rd,Mount Laurel,NJ,Burlington County,08054,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8371,39.941554,-74.211662,1,rooftop,379,Dover Rd,Toms River,NJ,Ocean County,08757,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,68,39.600125,-77.818633,1,rooftop,100,E Potomac St,Williamsport,MD,Washington County,21795,US,Statewide
Sheetz,216,40.860668,-76.549239,1,rooftop,264,S Market St,Elysburg,PA,Northumberland County,17824,US,Northumberland
Sheetz,31,40.622143,-79.145108,0.99,nearest_street,378,Gompers Ave,Indiana,PA,Indiana County,15701,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,212,39.944091,-75.296983,0.99,nearest_street,382,Burmont Rd,Drexel Hill,PA,Delaware County,19026,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,300,39.157114,-74.689285,1,rooftop,3800,Pleasure Ave,Sea Isle City,NJ,Cape May County,08243,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,373,40.264703,-74.67566,1,rooftop,3800,Mer-quaker Br Rd,Trenton,NJ,Mercer County,08619,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,467,38.446517,-81.958023,1,rooftop,3370,Teays Valley Rd,Hurricane,WV,Putnam County,25526,US,Statewide
Wawa,439,40.517842,-74.633521,1,rooftop,382,Triangle Rd,Hillsborough,NJ,Somerset County,08844,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8342,40.192215,-74.647911,0.99,rooftop,680,Us Highway 130,Trenton,NJ,Mercer County,08650,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8046,40.719318,-75.29004,1,rooftop,3820,Easton Nazareth Hwy,Easton,PA,Northampton County,18045,US,Northampton
Wawa,733,40.037983,-74.108493,1,rooftop,5,Poppy Ct,Brick,NJ,Ocean County,08723,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,345,40.155395,-75.873741,1,rooftop,3830,Main St,Morgantown,PA,Berks County,19543,US,Berks
Sheetz,173,40.261271,-79.197448,0.98,nearest_street,100,Picadio Ln,Ligonier,PA,Westmoreland County,15658,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,176,39.336894,-77.640232,1,rooftop,847,Jefferson Pike,Knoxville,MD,Frederick County,21758,US,Statewide
Wawa,674,37.434577,-77.610503,1,rooftop,3850,N* Bailey Bridge Rd,Midlothian,VA,Chesterfield County,23112,US,Virginia Geographic Information Network (VGIN)
Wawa,856,38.45614,-75.557116,1,rooftop,38711,Sussex Hwy,Delmar,DE,Sussex County,19940,US,Sussex
Wawa,499,39.751169,-75.076178,1,rooftop,388,Egg Harbor Rd,Sewell,NJ,Gloucester County,08080,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,206,39.019164,-80.417087,1,rooftop,39,Berlin Rd,Weston,WV,Lewis County,26452,US,Statewide
Sheetz,642,35.877629,-78.863848,1,rooftop,390,Davis Dr,Morrisville,NC,Durham County,27560,US,NC Geographic Information Coordinating Council
Wawa,8065,39.99728,-75.088403,1,rooftop,3901,Aramingo Ave,Philadelphia,PA,Philadelphia County,19137,US,Philadelphia
Wawa,759,39.289139,-74.967999,1,rooftop,3904,State Highway 47,Millville,NJ,Cumberland County,08332,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,403,37.349311,-79.184865,1,rooftop,3927,Wards Rd,Lynchburg,VA,Lynchburg city,24502,US,Virginia Geographic Information Network (VGIN)
Wawa,713,39.394396,-74.396442,1,rooftop,3916,Atlantic Brigantine Blvd,Brigantine,NJ,Atlantic County,08203,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,484,36.068477,-79.854901,1,rooftop,3941,W Market St,Greensboro,NC,Guilford County,27407,US,City of Greensboro
Wawa,5114,27.981017,-82.361078,1,rooftop,3942,N Us Hwy 301,Tampa,FL,Hillsborough County,33619,US, Loveland
Wawa,5213,26.617848,-80.088747,1,rooftop,2981,Lake Worth Rd,Lake Worth,FL,Palm Beach County,33461,US,Palm Beach County
Wawa,5205,28.411711,-81.421677,1,rooftop,3579,Grande Reserve Way,Orlando,FL,Orange County,32837,US,Orange County
Sheetz,360,40.437491,-79.774157,1,rooftop,3954,William Penn Hwy,Monroeville,PA,Allegheny County,15146,US,Allegheny
Sheetz,654,39.898136,-80.132135,0.99,rooftop,121,Kiwi Rd,Waynesburg,PA,Greene County,15370,US,Greene
Sheetz,423,39.992126,-76.635527,1,rooftop,3998,E Market St,York,PA,York County,17402,US,York
Sheetz,419,38.416447,-82.261014,1,rooftop,4,E Mall Rd,Barboursville,WV,Cabell County,25504,US,Statewide
Wawa,388,39.898037,-74.595011,1,rooftop,4,State Highway 72,Vincentown,NJ,Burlington County,08088,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,132,39.647926,-77.156261,1,rooftop,40,Antrim Blvd,Taneytown,MD,Carroll County,21787,US,Carroll
Sheetz,607,35.698039,-78.585324,1,rooftop,30,Cabela Dr,Garner,NC,Wake County,27529,US,Wake
Wawa,781,40.455257,-74.367682,1,rooftop,42,Washington Ave,Sayreville,NJ,Middlesex County,08872,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,811,39.788725,-75.533134,1,rooftop,400,Wilson Rd,Wilmington,DE,New Castle County,19803,US,New Castle
Wawa,398,39.782127,-75.182707,1,rooftop,400,Bridgeton Pike,Mantua,NJ,Gloucester County,08051,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,187,40.480072,-78.40339,0.99,nearest_street,500,Aldrich Ave,Altoona,PA,Blair County,16602,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,391,39.812642,-74.930644,1,rooftop,428,State Highway 73,Berlin,NJ,Camden County,08009,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,416,39.717674,-74.970243,1,rooftop,400,Sicklerville Rd,Sicklerville,NJ,Camden County,08081,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,540,35.721958,-78.820931,1,rooftop,4000,Lufkin Rd,Apex,NC,Wake County,27502,US,Wake
Wawa,840,39.709622,-75.562466,1,rooftop,4000,N Dupont Hwy,New Castle,DE,New Castle County,19720,US,New Castle
Sheetz,523,40.277902,-76.823211,1,rooftop,4001,Union Deposit Rd,Harrisburg,PA,Dauphin County,17109,US,Dauphin
Wawa,8612,36.810617,-76.359483,1,rooftop,4005,Victory Blvd,Portsmouth,VA,Portsmouth city,23701,US,Virginia Geographic Information Network (VGIN)
Sheetz,535,36.270774,-80.852752,1,rooftop,401,Cc Camp Rd,Elkin,NC,Surry County,28621,US,Surry
Wawa,5122,27.948991,-82.504825,1,rooftop,401,N Dale Mabry Hwy,Tampa,FL,Hillsborough County,33609,US,Hillsborough County
Sheetz,559,40.035597,-76.456154,1,rooftop,4010,Columbia Ave,Columbia,PA,Lancaster County,17512,US,Lancaster
Sheetz,555,35.860249,-78.894772,1,rooftop,4010,Convenience Ln,Cary,NC,Wake County,27519,US,NC Geographic Information Coordinating Council
Wawa,578,39.268553,-76.470176,1,rooftop,4017,N Point Blvd,Dundalk,MD,Baltimore County,21222,US,Baltimore
Sheetz,244,38.666113,-77.332945,1,rooftop,4021,Prince William Pkwy,Woodbridge,VA,Prince William County,22192,US,Prince William
Sheetz,55,40.660919,-78.781536,1,rooftop,4025,Crawford Ave,Barnesboro,PA,Cambria County,15714,US,Cambria
Sheetz,348,39.93251,-76.808204,1,rooftop,4000,W Market St,Shiloh,PA,York County,17408,US,York
Wawa,5115,28.217764,-82.736189,1,rooftop,4026,Us Highway 19,New Port Richey,FL,Pasco County,34652,US,Pasco
Wawa,862,39.810107,-75.551167,1,rooftop,4030,Concord Pike,Wilmington,DE,New Castle County,19803,US,New Castle
Sheetz,38,40.534309,-78.401465,0.99,nearest_street,2422,Juniata Gap Rd,Altoona,PA,Blair County,16601,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,227,40.292354,-78.839057,0.99,rooftop,405,Galleria Dr,Johnstown,PA,Cambria County,15904,US,Cambria
Sheetz,224,39.978127,-76.681987,0.99,rooftop,380,Memory Ln,York,PA,York County,17402,US,York
Wawa,97,40.092425,-75.261004,0.98,nearest_street,406,E Germantown Pike,Lafayette Hill,PA,Montgomery County,19444,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,8078,40.581363,-75.523349,0.99,rooftop,510,S Cedar Crest Blvd,Allentown,PA,Lehigh County,18104,US,Lehigh
Sheetz,272,37.466372,-79.117999,1,rooftop,112,Amelon Expy,Madison Heights,VA,Amherst County,24572,US,Virginia Geographic Information Network (VGIN)
